"","season","week","order","contestant","song","artist","song_theme","result"
"713","Season_06","20070313_top_12_perform",8,"Lakisha Jones","God Bless the Child","Billie Holiday",NA,"Safe"
"714","Season_06","20070313_top_12_perform",9,"Blake Lewis","You Keep Me Hanging On","The Supremes",NA,"Safe"
"715","Season_06","20070313_top_12_perform",10,"Stephanie Edwards","Love Hangover","Diana Ross",NA,"Safe"
"716","Season_06","20070313_top_12_perform",11,"Chris Richardson","The Boss","James Brown,The J.B.'s",NA,"Safe"
"717","Season_06","20070313_top_12_perform",12,"Jordin Sparks","If We Hold On Together","Diana Ross",NA,"Safe"
"718","Season_06","20070320_top_11_perform",1,"Haley Scarnato","Tell Him","The Exciters",NA,"Safe"
"719","Season_06","20070320_top_11_perform",2,"Chris Richardson","Don't Let the Sun Catch You Crying","Gerry And The Pacemakers",NA,"Bottom two"
"720","Season_06","20070320_top_11_perform",3,"Stephanie Edwards","You Don't Have to Say You Love Me","Dusty Springfield",NA,"Eliminated"
"721","Season_06","20070320_top_11_perform",4,"Blake Lewis","Time of the Season","The Zombies",NA,"Safe"
"722","Season_06","20070320_top_11_perform",5,"Lakisha Jones","Diamonds Are Forever","Shirley Bassey",NA,"Safe"
"723","Season_06","20070320_top_11_perform",6,"Phil Stacey","Tobacco Road","The Nashville Teens",NA,"Safe"
"724","Season_06","20070320_top_11_perform",7,"Jordin Sparks","I (Who Have Nothing)","Ben E. King",NA,"Safe"
"725","Season_06","20070320_top_11_perform",8,"Sanjaya Malakar","You Really Got Me","The Kinks",NA,"Safe"
"726","Season_06","20070320_top_11_perform",9,"Gina Glocksen","Paint It Black","The Rolling Stones",NA,"Safe"
"727","Season_06","20070320_top_11_perform",10,"Chris Sligh","She's Not There","The Zombies",NA,"Safe"
"728","Season_06","20070320_top_11_perform",11,"Melinda Doolittle","As Long As He Needs Me","Shirley Bassey",NA,"Safe"
"729","Season_06","20070327_top_10_perform",1,"Lakisha Jones","Last Dance","Donna Summer",NA,"Safe"
"730","Season_06","20070327_top_10_perform",2,"Chris Sligh","Every Little Thing She Does Is Magic","The Police",NA,"Eliminated"
"731","Season_06","20070327_top_10_perform",3,"Gina Glocksen","I'll Stand by You","The Pretenders",NA,"Safe"
"732","Season_06","20070327_top_10_perform",4,"Sanjaya Malakar","Bathwater","No Doubt",NA,"Safe"
"733","Season_06","20070327_top_10_perform",5,"Haley Scarnato","True Colors","Cyndi Lauper",NA,"Bottom two"
"734","Season_06","20070327_top_10_perform",6,"Phil Stacey","Every Breath You Take","The Police",NA,"Bottom three"
"735","Season_06","20070327_top_10_perform",7,"Melinda Doolittle","Heaven Knows","Donna Summer",NA,"Safe"
"736","Season_06","20070327_top_10_perform",8,"Blake Lewis","Lovesong","The Cure",NA,"Safe"
"737","Season_06","20070327_top_10_perform",9,"Jordin Sparks","Hey Baby","No Doubt",NA,"Safe"
"738","Season_06","20070327_top_10_perform",10,"Chris Richardson","Don't Speak","No Doubt",NA,"Safe"
"739","Season_06","20070403_top_9_perform",1,"Blake Lewis","Mack The Knife","Louis Armstrong",NA,"Safe"
"740","Season_06","20070403_top_9_perform",2,"Phil Stacey","Night And Day","Fred Astaire",NA,"Bottom three"
"741","Season_06","20070403_top_9_perform",3,"Melinda Doolittle","I Got Rhythm","Ethel Merman",NA,"Top three"
"742","Season_06","20070403_top_9_perform",4,"Chris Richardson","Don't Get Around Much Anymore","Duke Ellington",NA,"Safe"
"743","Season_06","20070403_top_9_perform",5,"Jordin Sparks","On a Clear Day You Can See Forever","John Cullum",NA,"Top three"
"744","Season_06","20070403_top_9_perform",6,"Gina Glocksen","Smile","Charlie Chaplin",NA,"Eliminated"
"745","Season_06","20070403_top_9_perform",7,"Sanjaya Malakar","Cheek to Cheek","Fred Astaire",NA,"Safe"
"746","Season_06","20070403_top_9_perform",8,"Haley Scarnato","Ain't Misbehavin","Fats Waller",NA,"Bottom two"
"747","Season_06","20070403_top_9_perform",9,"Lakisha Jones","Stormy Weather","Ethel Waters",NA,"Top three"
"748","Season_06","20070410_top_8_perform",1,"Melinda Doolittle","Sway","Dean Martin",NA,"Safe"
"749","Season_06","20070410_top_8_perform",2,"Lakisha Jones","Conga","Gloria Estefan",NA,"Safe"
"750","Season_06","20070410_top_8_perform",3,"Chris Richardson","Smooth","Santana",NA,"Bottom three"
"751","Season_06","20070410_top_8_perform",4,"Haley Scarnato","Turn the Beat Around","Vicki Sue Robinson",NA,"Eliminated"
"752","Season_06","20070410_top_8_perform",5,"Phil Stacey","Maria Maria","Santana",NA,"Bottom two"
"753","Season_06","20070410_top_8_perform",6,"Jordin Sparks","Rhythm Is Gonna Get You","Gloria Estefan",NA,"Safe"
"754","Season_06","20070410_top_8_perform",7,"Blake Lewis","I Need to Know","Marc Anthony",NA,"Safe"
"755","Season_06","20070410_top_8_perform",8,"Sanjaya Malakar","Bésame Mucho","Andy Russell",NA,"Safe"
"756","Season_06","20070417_top_7_perform",1,"Phil Stacey","Where the Blacktop Ends","Keith Urban",NA,"Safe"
"757","Season_06","20070417_top_7_perform",2,"Jordin Sparks","A Broken Wing","Martina McBride",NA,"Safe"
"758","Season_06","20070417_top_7_perform",3,"Sanjaya Malakar","Something to Talk About","Bonnie Raitt",NA,"Eliminated"
"759","Season_06","20070417_top_7_perform",4,"Lakisha Jones","Jesus, Take the Wheel","Carrie Underwood",NA,"Bottom two"
"760","Season_06","20070417_top_7_perform",5,"Chris Richardson","Mayberry","Rascal Flatts",NA,"Safe"
"761","Season_06","20070417_top_7_perform",6,"Melinda Doolittle","Trouble Is a Woman","Julie Reeves",NA,"Safe"
"762","Season_06","20070417_top_7_perform",7,"Blake Lewis","When the Stars Go Blue","Ryan Adams",NA,"Bottom three"
"763","Season_06","20070424_top_6_perform",1,"Chris Richardson","Change the World","Eric Clapton",NA,"Safe"
"764","Season_06","20070424_top_6_perform",2,"Melinda Doolittle","There Will Come a Day","Faith Hill",NA,"Safe"
"765","Season_06","20070424_top_6_perform",3,"Blake Lewis","Imagine","John Lennon",NA,"Safe"
"766","Season_06","20070424_top_6_perform",4,"Lakisha Jones","I Believe","Fantasia",NA,"Safe"
"767","Season_06","20070424_top_6_perform",5,"Phil Stacey","The Change","Garth Brooks",NA,"Safe"
"768","Season_06","20070424_top_6_perform",6,"Jordin Sparks","You'll Never Walk Alone","Carousel",NA,"Safe"
"769","Season_06","20070501_top_6_performs_again",1,"Phil Stacey","Blaze of Glory","Jon Bon Jovi",NA,"Eliminated"
"770","Season_06","20070501_top_6_performs_again",2,"Jordin Sparks","Livin' on a Prayer","Bon Jovi",NA,"Safe"
"771","Season_06","20070501_top_6_performs_again",3,"Lakisha Jones","This Ain't a Love Song","Bon Jovi",NA,"Safe"
"772","Season_06","20070501_top_6_performs_again",4,"Blake Lewis","You Give Love a Bad Name","Bon Jovi",NA,"Safe"
"773","Season_06","20070501_top_6_performs_again",5,"Chris Richardson","Wanted Dead or Alive","Bon Jovi",NA,"Eliminated"
"774","Season_06","20070501_top_6_performs_again",6,"Melinda Doolittle","Have a Nice Day","Bon Jovi",NA,"Safe"
"775","Season_06","20070508_top_4_perform",1,"Melinda Doolittle","Love You Inside Out","Bee Gees",NA,"Safe"
"776","Season_06","20070508_top_4_perform",2,"Blake Lewis","You Should Be Dancing","Bee Gees",NA,"Safe"
"777","Season_06","20070508_top_4_perform",3,"Lakisha Jones","Stayin' Alive","Bee Gees",NA,"Eliminated"
"778","Season_06","20070508_top_4_perform",4,"Jordin Sparks","To Love Somebody","Bee Gees",NA,"Safe"
"779","Season_06","20070508_top_4_perform",5,"Melinda Doolittle","How Can You Mend a Broken Heart?","Bee Gees",NA,"Safe"
"780","Season_06","20070508_top_4_perform",6,"Blake Lewis","This Is Where I Came In","Bee Gees",NA,"Safe"
"781","Season_06","20070508_top_4_perform",7,"Lakisha Jones","Run to Me","Bee Gees",NA,"Eliminated"
"782","Season_06","20070508_top_4_perform",8,"Jordin Sparks","Woman in Love","Barbra Streisand",NA,"Safe"
"783","Season_06","20070515_top_3_perform",1,"Jordin Sparks","Wishing on a Star","Rose Royce","Judge Choice","Safe"
"784","Season_06","20070515_top_3_perform",2,"Blake Lewis","Roxanne","The Police","Judge Choice","Safe"
"785","Season_06","20070515_top_3_perform",3,"Melinda Doolittle","I Believe in You and Me","Don Williams","Judge Choice","Third place"
"786","Season_06","20070515_top_3_perform",4,"Jordin Sparks","She Works Hard for the Money","Donna Summer","Producers Choice","Safe"
"787","Season_06","20070515_top_3_perform",5,"Blake Lewis","This Love","Maroon 5","Producers Choice","Safe"
"788","Season_06","20070515_top_3_perform",6,"Melinda Doolittle","Nutbush City Limits","Ike & Tina Turner","Producers Choice","Third place"
"789","Season_06","20070515_top_3_perform",7,"Jordin Sparks","I (Who Have Nothing)","Ben E. King","Contestant Choice","Safe"
"790","Season_06","20070515_top_3_perform",8,"Blake Lewis","When I Get You Alone","Robin Thicke","Contestant Choice","Safe"
"791","Season_06","20070515_top_3_perform",9,"Melinda Doolittle","I'm a Woman","Peggy Lee","Contestant Choice","Third place"
"792","Season_06","20070522_top_2_perform",1,"Blake Lewis","You Give Love a Bad Name","Bon Jovi","Contestant Choice","Runner-Up"
"793","Season_06","20070522_top_2_perform",2,"Jordin Sparks","Fighter","Christina Aguilera","Contestant Choice","Winner"
"794","Season_06","20070522_top_2_perform",3,"Blake Lewis","She Will Be Loved","Maroon 5","Contestant Reprise","Runner-Up"
"795","Season_06","20070522_top_2_perform",4,"Jordin Sparks","A Broken Wing","Martina McBride","Contestant Reprise","Winner"
"796","Season_06","20070522_top_2_perform",5,"Blake Lewis","This Is My Now","Jordin Sparks","Winner Single","Runner-Up"
"797","Season_06","20070522_top_2_perform",6,"Jordin Sparks","This Is My Now","Jordin Sparks","Winner Single","Winner"
"798","Season_07","20080219_top_12_men_perform",1,"David Hernandez","In the Midnight Hour","Wilson Pickett",NA,"Safe"
"799","Season_07","20080219_top_12_men_perform",2,"Chikezie","More Today Than Yesterday","The Spiral Starecase",NA,"Safe"
"800","Season_07","20080219_top_12_men_perform",3,"David Cook","Happy Together","The Turtles",NA,"Safe"
"801","Season_07","20080219_top_12_men_perform",4,"Jason Yeager","Moon River","Andy Williams",NA,"Safe"
"802","Season_07","20080219_top_12_men_perform",5,"Robbie Carrico","One","Harry Nilsson",NA,"Safe"
"803","Season_07","20080219_top_12_men_perform",6,"David Archuleta","Shop Around","Smokey Robinson & the Miracles",NA,"Safe"
"804","Season_07","20080219_top_12_men_perform",7,"Danny Noriega","Jailhouse Rock","Elvis Presley",NA,"Safe"
"805","Season_07","20080219_top_12_men_perform",8,"Luke Menard","Everybody's Talkin'","Fred Neil",NA,"Safe"
"806","Season_07","20080219_top_12_men_perform",9,"Colton Berry","Suspicious Minds","Mark James",NA,"Eliminated"
"807","Season_07","20080219_top_12_men_perform",10,"Garrett Haley","Breaking Up Is Hard to Do","Neil Sedaka",NA,"Eliminated"
"808","Season_07","20080219_top_12_men_perform",11,"Jason Castro","Daydream","The Lovin' Spoonful",NA,"Safe"
"809","Season_07","20080219_top_12_men_perform",12,"Michael Johns","Light My Fire","The Doors",NA,"Safe"
"810","Season_07","20080220_top_12_women_perform",1,"Kristy Lee Cook","Rescue Me","Fontella Bass",NA,"Safe"
"811","Season_07","20080220_top_12_women_perform",2,"Joanne Borgella","I Say a Little Prayer","Dionne Warwick",NA,"Eliminated"
"812","Season_07","20080220_top_12_women_perform",3,"Alaina Whitaker","More Today Than Yesterday","The Spiral Starecase",NA,"Safe"
"813","Season_07","20080220_top_12_women_perform",4,"Amanda Overmyer","Baby, Please Don't Go","Big Joe Williams",NA,"Safe"
"814","Season_07","20080220_top_12_women_perform",5,"Amy Davis","Where the Boys Are","Connie Francis",NA,"Eliminated"
"815","Season_07","20080220_top_12_women_perform",6,"Brooke White","Happy Together","The Turtles",NA,"Safe"
"816","Season_07","20080220_top_12_women_perform",7,"Alexandréa Lushington","Spinning Wheel","Blood, Sweat & Tears",NA,"Safe"
"817","Season_07","20080220_top_12_women_perform",8,"Kady Malloy","A Groovy Kind of Love","The Mindbenders",NA,"Safe"
"818","Season_07","20080220_top_12_women_perform",9,"Asia'h Epperson","Piece of My Heart","Erma Franklin",NA,"Safe"
"819","Season_07","20080220_top_12_women_perform",10,"Ramiele Malubay","You Don't Have to Say You Love Me","Dusty Springfield",NA,"Safe"
"820","Season_07","20080220_top_12_women_perform",11,"Syesha Mercado","Tobacco Road","John D. Loudermilk",NA,"Safe"
"821","Season_07","20080220_top_12_women_perform",12,"Carly Smithson","The Shadow of Your Smile","Tony Bennett",NA,"Safe"
"822","Season_07","20080226_top_10_men_perform",1,"Michael Johns","Go Your Own Way","Fleetwood Mac",NA,"Safe"
"823","Season_07","20080226_top_10_men_perform",2,"Jason Castro","I Just Want to Be Your Everything","Andy Gibb",NA,"Safe"
"824","Season_07","20080226_top_10_men_perform",3,"Luke Menard","Killer Queen","Queen",NA,"Safe"
"825","Season_07","20080226_top_10_men_perform",4,"Robbie Carrico","Hot Blooded","Foreigner",NA,"Eliminated"
"826","Season_07","20080226_top_10_men_perform",5,"Danny Noriega","Superstar","Delaney & Bonnie",NA,"Safe"
"827","Season_07","20080226_top_10_men_perform",6,"David Hernandez","Papa Was a Rollin' Stone","The Undisputed Truth",NA,"Safe"
"828","Season_07","20080226_top_10_men_perform",7,"Jason Yeager","Long Train Running","The Doobie Brothers",NA,"Eliminated"
"829","Season_07","20080226_top_10_men_perform",8,"Chikezie","I Believe to My Soul","Donny Hathaway",NA,"Safe"
"830","Season_07","20080226_top_10_men_perform",9,"David Cook","All Right Now","Free",NA,"Safe"
"831","Season_07","20080226_top_10_men_perform",10,"David Archuleta","Imagine","John Lennon",NA,"Safe"
"832","Season_07","20080227_top_10_women_perform",1,"Carly Smithson","Crazy on You","Heart",NA,"Safe"
"833","Season_07","20080227_top_10_women_perform",2,"Syesha Mercado","Me and Mrs. Jones","Billy Paul",NA,"Safe"
"834","Season_07","20080227_top_10_women_perform",3,"Brooke White","You're So Vain","Carly Simon",NA,"Safe"
"835","Season_07","20080227_top_10_women_perform",4,"Ramiele Malubay","Don't Leave Me This Way","Harold Melvin & the Blue Notes",NA,"Safe"
"836","Season_07","20080227_top_10_women_perform",5,"Kristy Lee Cook","You're No Good","Betty Everett",NA,"Safe"
"837","Season_07","20080227_top_10_women_perform",6,"Amanda Overmyer","Carry On Wayward Son","Kansas",NA,"Safe"
"838","Season_07","20080227_top_10_women_perform",7,"Alaina Whitaker","Hopelessly Devoted to You","Olivia Newton-John",NA,"Eliminated"
"839","Season_07","20080227_top_10_women_perform",8,"Alexandréa Lushington","If You Leave Me Now","Chicago",NA,"Eliminated"
"840","Season_07","20080227_top_10_women_perform",9,"Kady Malloy","Magic Man","Heart",NA,"Safe"
"841","Season_07","20080227_top_10_women_perform",10,"Asia'h Epperson","All by Myself","Eric Carmen",NA,"Safe"
"842","Season_07","20080304_top_8_men_perform",1,"Luke Menard","Wake Me Up Before You Go-Go","Wham!",NA,"Eliminated"
"843","Season_07","20080304_top_8_men_perform",2,"David Archuleta","Another Day in Paradise","Phil Collins",NA,"Advanced"
"844","Season_07","20080304_top_8_men_perform",3,"Danny Noriega","Tainted Love","Gloria Jones",NA,"Eliminated"
"845","Season_07","20080304_top_8_men_perform",4,"David Hernandez","It's All Coming Back to Me Now","Pandora's Box",NA,"Advanced"
"846","Season_07","20080304_top_8_men_perform",5,"Michael Johns","Don't You (Forget About Me)","Simple Minds",NA,"Advanced"
"847","Season_07","20080304_top_8_men_perform",6,"David Cook","Hello","Lionel Richie",NA,"Advanced"
"848","Season_07","20080304_top_8_men_perform",7,"Jason Castro","Hallelujah","Leonard Cohen",NA,"Advanced"
"849","Season_07","20080304_top_8_men_perform",8,"Chikezie","All the Man That I Need","Linda Clifford",NA,"Advanced"
"850","Season_07","20080305_top_8_women_perform",1,"Asia'h Epperson","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",NA,"Eliminated"
"851","Season_07","20080305_top_8_women_perform",2,"Kady Malloy","Who Wants to Live Forever","Queen",NA,"Eliminated"
"852","Season_07","20080305_top_8_women_perform",3,"Amanda Overmyer","I Hate Myself for Loving You","Joan Jett",NA,"Advanced"
"853","Season_07","20080305_top_8_women_perform",4,"Carly Smithson","I Drove All Night","Cyndi Lauper",NA,"Advanced"
"854","Season_07","20080305_top_8_women_perform",5,"Kristy Lee Cook","Faithfully","Journey",NA,"Advanced"
"855","Season_07","20080305_top_8_women_perform",6,"Ramiele Malubay","Against All Odds (Take a Look at Me Now)","Phil Collins",NA,"Advanced"
"856","Season_07","20080305_top_8_women_perform",7,"Brooke White","Love Is a Battlefield","Pat Benatar",NA,"Advanced"
"857","Season_07","20080305_top_8_women_perform",8,"Syesha Mercado","Saving All My Love for You","Whitney Houston",NA,"Advanced"
"858","Season_07","20080311_top_12_perform",1,"Syesha Mercado","Got to Get You into My Life","The Beatles",NA,"Bottom three"
"859","Season_07","20080311_top_12_perform",2,"Chikezie","She's a Woman","Billy Joel",NA,"Safe"
"860","Season_07","20080311_top_12_perform",3,"Ramiele Malubay","In My Life","The Beatles",NA,"Safe"
"861","Season_07","20080311_top_12_perform",4,"Jason Castro","If I Fell","The Beatles",NA,"Safe"
"862","Season_07","20080311_top_12_perform",5,"Carly Smithson","Come Together","The Beatles",NA,"Safe"
"863","Season_07","20080311_top_12_perform",6,"David Cook","Eleanor Rigby","The Beatles",NA,"Safe"
"864","Season_07","20080311_top_12_perform",7,"Brooke White","Let It Be","The Beatles",NA,"Safe"
"865","Season_07","20080311_top_12_perform",8,"David Hernandez","I Saw Her Standing There","The Beatles",NA,"Eliminated"
"866","Season_07","20080311_top_12_perform",9,"Amanda Overmyer","You Can't Do That","The Beatles",NA,"Safe"
"867","Season_07","20080311_top_12_perform",10,"Michael Johns","Across the Universe","The Beatles",NA,"Safe"
"868","Season_07","20080311_top_12_perform",11,"Kristy Lee Cook","Eight Days a Week","The Beatles",NA,"Bottom two"
"869","Season_07","20080311_top_12_perform",12,"David Archuleta","We Can Work It Out","Stevie Wonder",NA,"Safe"
"870","Season_07","20080318_top_11_perform",1,"Amanda Overmyer","Back in the U.S.S.R.","The Beatles",NA,"Eliminated"
"871","Season_07","20080318_top_11_perform",2,"Kristy Lee Cook","You've Got to Hide Your Love Away","The Beatles",NA,"Bottom two"
"872","Season_07","20080318_top_11_perform",3,"David Archuleta","The Long and Winding Road","The Beatles",NA,"Safe"
"873","Season_07","20080318_top_11_perform",4,"Michael Johns","A Day in the Life","The Beatles",NA,"Safe"
"874","Season_07","20080318_top_11_perform",5,"Brooke White","Here Comes the Sun","The Beatles",NA,"Safe"
